Code,Date,Time,Temperature,Wind,Noise,Cloud,Time.obs,Bird.code,Bird.sci,Bird.gen,Bird.sp,Behaviour,Behaviour.type,Plant.common,Plant.sci,Plant.genus,Plant.sp,DBH,Notes,Landtype
Y05,2025-05-01,8:05:00,4,2,3,1,8:20:00,YBSA,Sphyrapicus varius,Sphyrapicus,varius,Peck,Foraging,Silver maple,Acer saccharinum,Acer,saccharinum,65,"Heard: WTSP, SOSP, HOSP, CHSP, BCCH, NOCA, MYWA, WBNU, BLJA, NAWA, AMRO, RCKI, AMGO, MERL.",yard
Y05,2025-05-01,8:05:00,4,2,3,1,8:20:00,YBSA,Sphyrapicus varius,Sphyrapicus,varius,Peck,Foraging,Silver maple,Acer saccharinum,Acer,saccharinum,65,,yard
Y05,2025-05-01,8:05:00,4,2,3,1,8:20:00,YBSA,Sphyrapicus varius,Sphyrapicus,varius,Peck,Foraging,Sugar maple,Acer saccharum,Acer,saccharum,55,,yard
Y05,2025-05-01,8:05:00,4,2,3,1,8:22:00,HOSP,Passer domesticus,Passer,domesticus,Vocalising,Vocalisation,Sugar maple,Acer saccharum,Acer,saccharum,55,,yard
Y05,2025-05-01,8:05:00,4,2,3,1,8:22:00,HOSP,Passer domesticus,Passer,domesticus,Vocalising,Vocalisation,White cedar,Thuja occidentalis,Thuja,occidentalis,264,Hedge,yard
Y05,2025-05-01,8:05:00,4,2,3,1,8:23:00,WTSP,Zonotrichia albicollis,Zonotrichia,albicollis,Peck,Foraging,Ground,NA,NA,NA,NA,,yard
Y05,2025-05-01,8:05:00,4,2,3,1,8:23:00,WTSP,Zonotrichia albicollis,Zonotrichia,albicollis,Peck,Foraging,Ground,NA,NA,NA,NA,,yard
Y05,2025-05-01,8:05:00,4,2,3,1,8:23:00,WTSP,Zonotrichia albicollis,Zonotrichia,albicollis,Peck,Foraging,Ground,NA,NA,NA,NA,,yard
Y05,2025-05-01,8:05:00,4,2,3,1,8:23:00,WTSP,Zonotrichia albicollis,Zonotrichia,albicollis,Peck,Foraging,Ground,NA,NA,NA,NA,,yard
Y05,2025-05-01,8:05:00,4,2,3,1,8:23:00,WTSP,Zonotrichia albicollis,Zonotrichia,albicollis,Peck,Foraging,Ground,NA,NA,NA,NA,,yard
S01,2025-05-01,8:32:00,4,2,3,1,8:32:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MERL perched in backyard on our side of street. Many BAWW heard and seen in backyards on other side of street. COHA flyover. Heard: NOCA, MYWA, RCKI, AMRO, SOSP, HOSP, AMGO, MYWA, BWWA.",street
Y20,2025-05-01,8:57:00,4,2,2,1,9:05:00,SCJU,Junco hyemalis,Junco,hyemalis,Inactive rest,Inactive rest,Common lilac,Syringa vulgaris,Syringa,vulgaris,22,Shrub,yard
Y20,2025-05-01,8:57:00,4,2,2,1,9:05:00,WTSP,Zonotrichia albicollis,Zonotrichia,albicollis,Peck,Foraging,Ground,NA,NA,NA,NA,"MERL perched in neighbours' yards vocalising for most of survey. Most birds silent. Heard: DOWO, NOFL, NOCA, BCCH, COGR, EUST, RCKI.",yard
S16,2025-05-01,9:29:00,5,2,2,1,9:31:00,AMCR,Corvus brachyrhynchos,Corvus,brachyrhynchos,Inactive rest,Inactive rest,Norway maple,Acer platanoides,Acer,platanoides,64,Perched there for about 5 mins.,street
S16,2025-05-01,9:29:00,5,2,2,1,9:41:00,AMCR,Corvus brachyrhynchos,Corvus,brachyrhynchos,Inactive rest,Inactive rest,Norway maple,Acer platanoides,Acer,platanoides,64,Saw 3 AMGO.,street
S16,2025-05-01,9:29:00,5,2,2,1,9:43:00,BCCH,Poecile atricapillus,Poecile,atricapillus,Glean,Foraging,Norway maple,Acer platanoides,Acer,platanoides,60,,street
S16,2025-05-01,9:29:00,5,2,2,1,9:43:00,BCCH,Poecile atricapillus,Poecile,atricapillus,Glean,Foraging,Norway maple,Acer platanoides,Acer,platanoides,60,,street
S16,2025-05-01,9:29:00,5,2,2,1,9:43:00,BCCH,Poecile atricapillus,Poecile,atricapillus,Inactive rest,Inactive rest,Norway maple,Acer platanoides,Acer,platanoides,60,,street
S16,2025-05-01,9:29:00,5,2,2,1,9:43:00,BCCH,Poecile atricapillus,Poecile,atricapillus,Glean,Foraging,Norway maple,Acer platanoides,Acer,platanoides,64,,street
S16,2025-05-01,9:29:00,5,2,2,1,9:43:00,BCCH,Poecile atricapillus,Poecile,atricapillus,Glean,Foraging,Norway maple,Acer platanoides,Acer,platanoides,64,,street
S16,2025-05-01,9:29:00,5,2,2,1,9:43:00,BCCH,Poecile atricapillus,Poecile,atricapillus,Vocalising,Vocalisation,Norway maple,Acer platanoides,Acer,platanoides,64,,street
S16,2025-05-01,9:29:00,5,2,2,1,9:43:00,BCCH,Poecile atricapillus,Poecile,atricapillus,Inactive rest,Inactive rest,Norway maple,Acer platanoides,Acer,platanoides,64,,street
S16,2025-05-01,9:29:00,5,2,2,1,9:43:00,BCCH,Poecile atricapillus,Poecile,atricapillus,Inactive rest,Inactive rest,Norway maple,Acer platanoides,Acer,platanoides,64,,street
S16,2025-05-01,9:29:00,5,2,2,1,9:44:00,BCCH,Poecile atricapillus,Poecile,atricapillus,Glean,Foraging,Norway maple,Acer platanoides,Acer,platanoides,50,,street
S16,2025-05-01,9:29:00,5,2,2,1,9:44:00,BCCH,Poecile atricapillus,Poecile,atricapillus,Glean,Foraging,Norway maple,Acer platanoides,Acer,platanoides,50,,street
S16,2025-05-01,9:29:00,5,2,2,1,9:44:00,BCCH,Poecile atricapillus,Poecile,atricapillus,Glean,Foraging,Norway maple,Acer platanoides,Acer,platanoides,50,,street
S16,2025-05-01,9:29:00,5,2,2,1,9:44:00,MYWA,Setophaga coronata,Setophaga,coronata,Vocalising,Vocalisation,Norway maple,Acer platanoides,Acer,platanoides,64,,street
S16,2025-05-01,9:29:00,5,2,2,1,9:44:00,RCKI,Corthylio calendula,Corthylio,calendula,Vocalising,Vocalisation,Norway maple,Acer platanoides,Acer,platanoides,64,,street
S19,2025-05-12,7:13:00,11,2,2,1,7:23:00,HOSP,Passer domesticus,Passer,domesticus,Inactive rest,Inactive rest,Lime linden,Tilia europaea,Tilia,europaea,13,Check tree species. Tree beside mulberry.,street
S19,2025-05-12,7:13:00,11,2,2,1,7:24:00,HOSP,Passer domesticus,Passer,domesticus,Vocalising,Vocalisation,Lime linden,Tilia europaea,Tilia,europaea,13,Check tree species. Tree beside mulberry.,street
S19,2025-05-12,7:13:00,11,2,2,1,7:25:00,HOSP,Passer domesticus,Passer,domesticus,Vocalising,Vocalisation,Lime linden,Tilia europaea,Tilia,europaea,13,Check tree species. Tree beside mulberry.,street
S19,2025-05-12,7:13:00,11,2,2,1,7:25:00,HOSP,Passer domesticus,Passer,domesticus,Unknown,Unknown,Blue spruce,Picea pungens,Picea,pungens,40,Check tree species. Corner spruce.,street
S19,2025-05-12,7:13:00,11,2,2,1,7:25:00,HOSP,Passer domesticus,Passer,domesticus,Inactive rest,Inactive rest,Katsura tree,Cercidiphyllum japonicum,Cercidiphyllum,japonicum,11,Check tree species. Tree 2.,street
S19,2025-05-12,7:13:00,11,2,2,1,7:26:00,HOSP,Passer domesticus,Passer,domesticus,Nest building,Reproduction,Blue spruce,Picea pungens,Picea,pungens,40,Check tree species. Corner spruce.,street
S19,2025-05-12,7:13:00,11,2,2,1,7:26:00,HOSP,Passer domesticus,Passer,domesticus,Peck,Foraging,Ground,NA,NA,NA,NA,,street
S19,2025-05-12,7:13:00,11,2,2,1,7:26:00,HOSP,Passer domesticus,Passer,domesticus,Inactive rest,Inactive rest,Lime linden,Tilia europaea,Tilia,europaea,13,Check tree species. Tree beside mulberry.,street
S19,2025-05-12,7:13:00,11,2,2,1,7:27:00,HOSP,Passer domesticus,Passer,domesticus,Bill wipe,Grooming,River birch,Betula nigra,Betula,nigra,17,,street
S19,2025-05-12,7:13:00,11,2,2,1,7:27:00,HOSP,Passer domesticus,Passer,domesticus,Vocalising,Vocalisation,River birch,Betula nigra,Betula,nigra,17,,street
S19,2025-05-12,7:13:00,11,2,2,1,7:27:00,HOSP,Passer domesticus,Passer,domesticus,Unknown,Unknown,River birch,Betula nigra,Betula,nigra,17,,street
S19,2025-05-12,7:13:00,11,2,2,1,7:28:00,HOSP,Passer domesticus,Passer,domesticus,Nest building,Reproduction,Blue spruce,Picea pungens,Picea,pungens,40,Check tree species. Corner spruce.,street
S19,2025-05-12,7:13:00,11,2,2,1,7:29:00,HOSP,Passer domesticus,Passer,domesticus,Collecting nesting materials,Reproduction,River birch,Betula nigra,Betula,nigra,17,,street
S19,2025-05-12,7:13:00,11,2,2,1,7:31:00,HOSP,Passer domesticus,Passer,domesticus,Unknown,Unknown,Red maple,Acer rubrum,Acer,rubrum,37,Check tree species. Tree on left of river birch.,street
S19,2025-05-12,7:13:00,11,2,2,1,7:32:00,HOSP,Passer domesticus,Passer,domesticus,Vocalising,Vocalisation,Norway maple,Acer platanoides,Acer,platanoides,47,,street
S19,2025-05-12,7:13:00,11,2,2,1,7:32:00,HOSP,Passer domesticus,Passer,domesticus,Vocalising,Vocalisation,Norway maple,Acer platanoides,Acer,platanoides,29,,street
S19,2025-05-12,7:13:00,11,2,2,1,7:32:00,HOSP,Passer domesticus,Passer,domesticus,Vocalising,Vocalisation,Lime linden,Tilia europaea,Tilia,europaea,13,Check tree species. Tree 1.,street
Y26,2025-05-12,7:51:00,11,2,2,1,7:56:00,EUST,Sturnus vulgaris,Sturnus,vulgaris,Inactive rest,Inactive rest,Dead standing,Dead standing,Dead,standing,34,"Heard: NOPA, YEWA, AMRE, HOSP. Saw: SCTA, HOFI. Baby squirrels living in roof.",yard
Y26,2025-05-12,7:51:00,11,2,2,1,7:58:00,HOSP,Passer domesticus,Passer,domesticus,Inactive rest,Inactive rest,Common pear,Pyrus communis,Pyrus,communis,17,Check tree species. Middle tree,yard
Y26,2025-05-12,7:51:00,11,2,2,1,8:00:00,HOSP,Passer domesticus,Passer,domesticus,Inactive rest,Inactive rest,Domestic apple,Malus domestica,Malus,domestica,21,Check tree species. Apple?,yard
S08,2025-05-12,8:22:00,13,2,2,1,8:29:00,NOCA,Cardinalis cardinalis,Cardinalis,cardinalis,Inactive rest,Inactive rest,Freeman maple,Acer freemanii,Acer,freemanii,43,Check tree species. Tree next to corner.,street
S08,2025-05-12,8:22:00,13,2,2,1,8:29:00,NOCA,Cardinalis cardinalis,Cardinalis,cardinalis,Inactive rest,Inactive rest,Freeman maple,Acer freemanii,Acer,freemanii,37,Check tree species. Tree on corner.,street
S08,2025-05-12,8:22:00,13,2,2,1,8:35:00,HOSP,Passer domesticus,Passer,domesticus,Glean,Foraging,Freeman maple,Acer freemanii,Acer,freemanii,43,,street
S08,2025-05-12,8:22:00,13,2,2,1,8:40:00,HOSP,Passer domesticus,Passer,domesticus,Glean,Foraging,Freeman maple,Acer freemanii,Acer,freemanii,37,"Heard: AMRE, NOPA, YEWA, AMRE, BTNW, NOCA, HOSP.",street
Y06,2025-05-12,9:11:00,13,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paused at a tree on our way to the yard to see warblers, including MYWA, NAWA, CSWA, CMWA, AMRE. Very quiet, got colder. Heard: MYWA, NOCA, AMRO, WTSP when in yard.",yard
S20,2025-05-12,9:35:00,13,2,3,3,9:35:00,MYWA,Setophaga coronata,Setophaga,coronata,Glean,Foraging,Silver maple,Acer saccharinum,Acer,saccharinum,67,"Heard: BLJA, NOCA, HOSP, WTSP. Still cold and quiet.",street
S20,2025-05-12,9:35:00,13,2,3,3,9:35:00,AMRO,Turdus migratorius,Turdus,migratorius,Inactive rest,Inactive rest,Silver maple,Acer saccharinum,Acer,saccharinum,67,,street
S20,2025-05-12,9:35:00,13,2,3,3,9:48:00,HOSP,Passer domesticus,Passer,domesticus,Glean,Foraging,Silver maple,Acer saccharinum,Acer,saccharinum,67,,street
S20,2025-05-12,9:35:00,13,2,3,3,9:48:00,HOSP,Passer domesticus,Passer,domesticus,Glean,Foraging,Silver maple,Acer saccharinum,Acer,saccharinum,67,,street
S20,2025-05-12,9:35:00,13,2,3,3,9:48:00,RCKI,Corthylio calendula,Corthylio,calendula,Glean,Foraging,Silver maple,Acer saccharinum,Acer,saccharinum,67,,street
S20,2025-05-12,9:35:00,13,2,3,3,9:49:00,RCKI,Corthylio calendula,Corthylio,calendula,Glean,Foraging,Norway maple,Acer platanoides,Acer,platanoides,61,,street
S20,2025-05-12,9:35:00,13,2,3,3,9:49:00,HOSP,Passer domesticus,Passer,domesticus,Inactive rest,Inactive rest,Norway maple,Acer platanoides,Acer,platanoides,61,,street
Y49,2025-05-13,7:20:00,13,2,2,1,7:23:00,WTSP,Zonotrichia albicollis,Zonotrichia,albicollis,Peck,Foraging,Ground,NA,NA,NA,NA,"Heard: NAWA, AMGO, MERL, CHSW. Saw tan WTSP morph.",yard
Y49,2025-05-13,7:20:00,13,2,2,1,7:23:00,WTSP,Zonotrichia albicollis,Zonotrichia,albicollis,Peck,Foraging,Ground,NA,NA,NA,NA,,yard
Y49,2025-05-13,7:20:00,13,2,2,1,7:23:00,HOSP,Passer domesticus,Passer,domesticus,Bill wipe,Grooming,Japanese maple,Acer palmatum,Acer,palmatum,8,,yard
Y49,2025-05-13,7:20:00,13,2,2,1,7:23:00,EWCS,Zonotrichia leucophrys,Zonotrichia,leucophrys,Peck,Foraging,Ground,NA,NA,NA,NA,,yard
Y49,2025-05-13,7:20:00,13,2,2,1,7:24:00,NOCA,Cardinalis cardinalis,Cardinalis,cardinalis,Inactive rest,Inactive rest,Japanese maple,Acer palmatum,Acer,palmatum,8,,yard
Y49,2025-05-13,7:20:00,13,2,2,1,7:30:00,Unknown,Unknown,Unknown,Unknown,Glean,Foraging,Norway maple,Acer platanoides,Acer,platanoides,49,NAWA heard nearby and RCKI seen on street.,yard
Y49,2025-05-13,7:20:00,13,2,2,1,7:33:00,HOSP,Passer domesticus,Passer,domesticus,Inactive rest,Inactive rest,Common lilac,Syringa vulgaris,Syringa,vulgaris,15,Check tree species. Tree in left corner.,yard
Y49,2025-05-13,7:20:00,13,2,2,1,7:33:00,HOSP,Passer domesticus,Passer,domesticus,Inactive rest,Inactive rest,Japanese maple,Acer palmatum,Acer,palmatum,8,,yard
Y49,2025-05-13,7:20:00,13,2,2,1,7:33:00,WTSP,Zonotrichia albicollis,Zonotrichia,albicollis,Peck,Foraging,Ground,NA,NA,NA,NA,,yard
Y49,2025-05-13,7:20:00,13,2,2,1,7:33:00,WTSP,Zonotrichia albicollis,Zonotrichia,albicollis,Peck,Foraging,Ground,NA,NA,NA,NA,,yard
Y49,2025-05-13,7:20:00,13,2,2,1,7:34:00,HOSP,Passer domesticus,Passer,domesticus,Inactive rest,Inactive rest,Norway maple,Acer platanoides,Acer,platanoides,49,,yard
Y49,2025-05-13,7:20:00,13,2,2,1,7:34:00,HOSP,Passer domesticus,Passer,domesticus,Bill wipe,Grooming,Japanese maple,Acer palmatum,Acer,palmatum,8,,yard
Y49,2025-05-13,7:20:00,13,2,2,1,7:35:00,HOSP,Passer domesticus,Passer,domesticus,Inactive rest,Inactive rest,Norway maple,Acer platanoides,Acer,platanoides,49,,yard
Y49,2025-05-13,7:20:00,13,2,2,1,7:35:00,HOSP,Passer domesticus,Passer,domesticus,Inactive rest,Inactive rest,Japanese maple,Acer palmatum,Acer,palmatum,8,,yard
Y49,2025-05-13,7:20:00,13,2,2,1,7:35:00,HOSP,Passer domesticus,Passer,domesticus,Vocalising,Vocalisation,Japanese maple,Acer palmatum,Acer,palmatum,8,,yard
Y49,2025-05-13,7:20:00,13,2,2,1,7:37:00,HOSP,Passer domesticus,Passer,domesticus,Bill wipe,Grooming,Norway maple,Acer platanoides,Acer,platanoides,49,,yard
Y49,2025-05-13,7:20:00,13,2,2,1,7:37:00,HOSP,Passer domesticus,Passer,domesticus,Peck,Foraging,Ground,NA,NA,NA,NA,,yard
Y49,2025-05-13,7:20:00,13,2,2,1,7:37:00,HOSP,Passer domesticus,Passer,domesticus,Peck,Foraging,Ground,NA,NA,NA,NA,,yard
Y49,2025-05-13,7:20:00,13,2,2,1,7:37:00,HOSP,Passer domesticus,Passer,domesticus,Inactive rest,Inactive rest,Common lilac,Syringa vulgaris,Syringa,vulgaris,15,Check tree species. Tree in left corner.,yard
Y49,2025-05-13,7:20:00,13,2,2,1,7:38:00,NOCA,Cardinalis cardinalis,Cardinalis,cardinalis,Bill wipe,Grooming,Norway maple,Acer platanoides,Acer,platanoides,49,,yard
Y49,2025-05-13,7:20:00,13,2,2,1,7:39:00,EWCS,Zonotrichia leucophrys,Zonotrichia,leucophrys,Peck,Foraging,Ground,NA,NA,NA,NA,,yard
Y49,2025-05-13,7:20:00,13,2,2,1,7:39:00,HOSP,Passer domesticus,Passer,domesticus,Vocalising,Vocalisation,Norway maple,Acer platanoides,Acer,platanoides,49,,yard
Y49,2025-05-13,7:20:00,13,2,2,1,7:40:00,HOSP,Passer domesticus,Passer,domesticus,Bill wipe,Grooming,Japanese maple,Acer palmatum,Acer,palmatum,8,,yard
S11,2025-05-13,7:45:00,13,3,2,1,7:45:00,NAWA,Leiothlypis ruficapilla,Leiothlypis,ruficapilla,Glean,Foraging,White elm,Ulmus americana,Ulmus,americana,82,"Heard: RCKI, AMCR, AMRO, ROPI, HOSP, RBGU. NAWA was present the whole time. Chouette seen by a resident.",street
S11,2025-05-13,7:45:00,13,3,2,1,7:45:00,NAWA,Leiothlypis ruficapilla,Leiothlypis,ruficapilla,Vocalising,Vocalisation,White elm,Ulmus americana,Ulmus,americana,82,"*Pretty sure it was an elm, not a silver",street
S11,2025-05-13,7:45:00,13,3,2,1,7:53:00,WTSP,Zonotrichia albicollis,Zonotrichia,albicollis,Vocalising,Vocalisation,Littleleaf linden,Tilia cordata,Tilia,cordata,41,,street
S11,2025-05-13,7:45:00,13,3,2,1,7:54:00,HOSP,Passer domesticus,Passer,domesticus,Vocalising,Vocalisation,White elm,Ulmus americana,Ulmus,americana,82,,street
S11,2025-05-13,7:45:00,13,3,2,1,7:54:00,Unknown,Unknown,Unknown,Unknown,Inactive rest,Inactive rest,Littleleaf linden,Tilia cordata,Tilia,cordata,41,,street
S11,2025-05-13,7:45:00,13,3,2,1,8:00:00,HOSP,Passer domesticus,Passer,domesticus,Vocalising,Vocalisation,Littleleaf linden,Tilia cordata,Tilia,cordata,41,Chasing each other.,street
S11,2025-05-13,7:45:00,13,3,2,1,8:00:00,HOSP,Passer domesticus,Passer,domesticus,Vocalising,Vocalisation,Littleleaf linden,Tilia cordata,Tilia,cordata,41,Chasing each other.,street
S05,2025-05-13,8:14:00,14,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MERL flyover, garbage truck passing, lots of pedestrians. Heard: HOSP, EUST, NAWA, MERL, BCCH, ROPI.",street
Y09,2025-05-13,8:52:00,14,2,2,1,9:00:00,HOSP,Passer domesticus,Passer,domesticus,Glean,Foraging,Littleleaf linden,Tilia cordata,Tilia,cordata,14,"Heard: WBNU, AMCR, WTSP, BLJA, NOCA, BCCH, MYWA.",yard
Y09,2025-05-13,8:52:00,14,2,2,1,9:05:00,HOSP,Passer domesticus,Passer,domesticus,Glean,Foraging,Littleleaf linden,Tilia cordata,Tilia,cordata,14,,yard
S14,2025-05-13,9:21:00,16,2,2,1,9:28:00,HOSP,Passer domesticus,Passer,domesticus,Glean,Foraging,Littleleaf linden,Tilia cordata,Tilia,cordata,51,"COHA pair flyover. Heard: AMGO, HOSP, AMCR. Very quiet overall. Check tree species.",street
Y28,2025-06-13,6:59:00,10,2,2,1,7:13:00,HOFI,Haemorhous mexicanus,Haemorhous,mexicanus,Inactive rest,Inactive rest,Common lilac,Syringa vulgaris,Syringa,vulgaris,4,"Saw: RBGU, NOCA (birdfeeder), EUST (flyover), HOFI
Heard: NOCA, RBGU, BCCH",yard
Y28,2025-06-13,6:59:00,10,2,2,1,7:13:00,HOFI,Haemorhous mexicanus,Haemorhous,mexicanus,Vocalising,Vocalisation,Common lilac,Syringa vulgaris,Syringa,vulgaris,4,Cat in adjacent yard,yard
Y28,2025-06-13,6:59:00,10,2,2,1,7:14:00,BCCH,Poecile atricapillus,Poecile,atricapillus,Peck,Foraging,Common lilac,Syringa vulgaris,Syringa,vulgaris,4,,yard
Y28,2025-06-13,6:59:00,10,2,2,1,7:14:00,BCCH,Poecile atricapillus,Poecile,atricapillus,Bill wipe,Grooming,Common lilac,Syringa vulgaris,Syringa,vulgaris,4,,yard
S02,2025-06-13,7:26:00,11,2,1,1,7:37:00,SOSP,Melospiza melodia,Melospiza,melodia,Inactive rest,Inactive rest,Prariefire crabpple,Malus domestica,Malus,spp,5,"Saw: SOSP (gray head), HOSP, MERL, AMCR, EUST, NOCA, AMGO, REVI, CHSW",street
Y44,2025-06-13,7:55:00,11,2,1,1,7:58:00,REVI,Vireo olivaceus,Vireo,olivaceus,Vocalising,Vocalisation,Silver maple,Acer saccharinum,Acer,saccharinum,180,"Churchbell at 8:12; Saw: RBGU(?), EUST; Heard: AMCR",yard
Y03,2025-06-13,8:34:00,11,2,3,1,8:37:00,SOSP,Melospiza melodia,Melospiza,melodia,Inactive rest,Inactive rest,Nootka cypress,Chamaecyparis nootkatensis,Chamaecyparis,nootkatensis,15,Construction in yard; Heard: NOCA; Saw: EUSTX3,yard
Y03,2025-06-13,8:34:00,11,2,3,1,8:37:00,SOSP,Melospiza melodia,Melospiza,melodia,Inactive rest,Inactive rest,Ground,NA,NA,NA,NA,"Ground vegetation (grass, plants)",yard
Y03,2025-06-13,8:34:00,11,2,3,1,8:39:00,SOSP,Melospiza melodia,Melospiza,melodia,Inactive rest,Inactive rest,Nootka cypress,Chamaecyparis nootkatensis,Chamaecyparis,nootkatensis,15,,yard
Y03,2025-06-13,8:34:00,11,2,3,1,8:39:00,SOSP,Melospiza melodia,Melospiza,melodia,Peck,Foraging,Ground,NA,NA,NA,NA,,yard
Y03,2025-06-13,8:34:00,11,2,3,1,8:39:00,SOSP,Melospiza melodia,Melospiza,melodia,Vocalising,Vocalisation,Ground,NA,NA,NA,NA,,yard
Y03,2025-06-13,8:34:00,11,2,3,1,8:42:00,SOSP,Melospiza melodia,Melospiza,melodia,Vocalising,Vocalisation,Nootka cypress,Chamaecyparis nootkatensis,Chamaecyparis,nootkatensis,15,,yard
Y03,2025-06-13,8:34:00,11,2,3,1,8:47:00,SOSP,Melospiza melodia,Melospiza,melodia,Peck,Foraging,Nootka cypress,Chamaecyparis nootkatensis,Chamaecyparis,nootkatensis,15,,yard
Y03,2025-06-13,8:34:00,11,2,3,1,8:50:00,SOSP,Melospiza melodia,Melospiza,melodia,Inactive rest,Inactive rest,Ground,NA,NA,NA,NA,,yard
Y03,2025-06-13,8:34:00,11,2,3,1,8:53:00,SOSP,Melospiza melodia,Melospiza,melodia,Occupying nest,Reproduction,Japanese barberry,Berberis thunbergii,Berberis,thunbergii,15,Shrub; bird flew out of shrub where nest is,yard
Y03,2025-06-13,8:34:00,11,2,3,1,8:53:00,SOSP,Melospiza melodia,Melospiza,melodia,Vocalising,Vocalisation,Nootka cypress,Chamaecyparis nootkatensis,Chamaecyparis,nootkatensis,15,,yard
Y03,2025-06-13,8:34:00,11,2,3,1,8:53:00,SOSP,Melospiza melodia,Melospiza,melodia,Peck,Foraging,Ground,NA,NA,NA,NA,Ground veg,yard
Y03,2025-06-13,8:34:00,11,2,3,1,8:40:00,SOSP,Melospiza melodia,Melospiza,melodia,Vocalising,Vocalisation,Nootka cypress,Chamaecyparis nootkatensis,Chamaecyparis,nootkatensis,15,,yard
Y03,2025-06-13,8:34:00,11,2,3,1,8:40:00,NOCA,Cardinalis cardinalis,Cardinalis,cardinalis,Vocalising,Vocalisation,Beauty bush,Linnaea amabilis,Linnaea,amabilis,15,,yard
Y03,2025-06-13,8:34:00,11,2,3,1,8:50:00,SOSP,Melospiza melodia,Melospiza,melodia,Inactive rest,Inactive rest,Smoketree,Euonymus alatus,Euonymous,alatus,10,,yard
Y03,2025-06-13,8:34:00,11,2,3,1,8:50:00,SOSP,Melospiza melodia,Melospiza,melodia,Occupying nest,Reproduction,Japanese barberry,Berberis thunbergii,Berberis,thunbergii,15,,yard
Y03,2025-06-13,8:34:00,11,2,3,1,8:50:00,SOSP,Melospiza melodia,Melospiza,melodia,Peck,Foraging,Ground,NA,NA,NA,NA,,yard
Y31,2025-06-13,9:12:00,12,2,3,1,9:26:00,AMRO,Turdus migratorius,Turdus,migratorius,Inactive rest,Inactive rest,Norway maple,Acer platanoides,Acer,platanoides,45,Holding food in mouth; construction next door; heard: AMRO (fledgling),yard
Y31,2025-06-13,9:12:00,12,2,3,1,9:12:00,AMRO,Turdus migratorius,Turdus,migratorius,Gape,Foraging,Ground,NA,NA,NA,NA,,yard
Y31,2025-06-13,9:12:00,12,2,3,1,9:12:00,AMRO,Turdus migratorius,Turdus,migratorius,Inactive rest,Inactive rest,Norway maple,Acer platanoides,Acer,platanoides,45,,yard
Y18,2025-06-13,10:08:00,12,2,1,1,10:08:00,BCCH,Poecile atricapillus,Poecile,atricapillus,Glean,Foraging,Red spruce,Picea rubens,Picea,rubens,51,Left spruce,yard
Y18,2025-06-13,10:08:00,12,2,1,1,10:08:00,BCCH,Poecile atricapillus,Poecile,atricapillus,Glean,Foraging,Siberian elm,Ulmus pumila,Ulmus,pumila,69,"Saw: HAWO (flythrough), 2xEUST",yard
Y18,2025-06-13,10:08:00,12,2,1,1,10:10:00,EUST,Sturnus vulgaris,Sturnus,vulgaris,Vocalising,Vocalisation,Siberian elm,Ulmus pumila,Ulmus,pumila,69,,yard
Y18,2025-06-13,10:08:00,12,2,1,1,10:12:00,HAWO,Dryobates villosus,Dryobates,villosus,Unknown,Unknown,Siberian elm,Ulmus pumila,Ulmus,pumila,69,,yard
Y18,2025-06-13,10:08:00,12,2,1,1,10:15:00,EUST,Sturnus vulgaris,Sturnus,vulgaris,Inactive rest,Inactive rest,Red spruce,Picea rubens,Picea,rubens,51,Left spruce,yard
Y18,2025-06-13,10:08:00,12,2,1,1,10:15:00,EUST,Sturnus vulgaris,Sturnus,vulgaris,Inactive rest,Inactive rest,Red spruce,Picea rubens,Picea,rubens,51,Left spruce,yard
Y18,2025-06-13,10:08:00,12,2,1,1,10:15:00,EUST,Sturnus vulgaris,Sturnus,vulgaris,Inactive rest,Inactive rest,Red spruce,Picea rubens,Picea,rubens,51,Left spruce,yard
Y18,2025-06-13,10:08:00,12,2,1,1,10:15:00,AMCR,Corvus brachyrhynchos,Corvus,brachyrhynchos,Inactive rest,Inactive rest,Red spruce,Picea rubens,Picea,rubens,51,Left spruce,yard
S21,2025-05-14,7:07:00,16,1,1,1,7:14:00,HOSP,Passer domesticus,Passer,domesticus,Peck,Foraging,Ground,NA,NA,NA,NA,"Cat. TEWA singing loudly in backyard with large silver maple. Heard: AMGO, HOFI, REVI, CHSW, TEWA, NOCA, SOSP, AMRO (alarm call), BCCH, HOSP, NOFL",street
S21,2025-05-14,7:07:00,16,1,1,1,7:19:00,HOFI,Haemorhous mexicanus,Haemorhous,mexicanus,Inactive rest,Inactive rest,Kentucky coffeetree,Gymnocladus dioicus,Gymnocladus,dioicus,10,,street
S21,2025-05-14,7:07:00,16,1,1,1,7:19:00,HOFI,Haemorhous mexicanus,Haemorhous,mexicanus,Inactive rest,Inactive rest,Ground,NA,NA,NA,NA,,street
S21,2025-05-14,7:07:00,16,1,1,1,7:19:00,HOFI,Haemorhous mexicanus,Haemorhous,mexicanus,Inactive rest,Inactive rest,Kentucky coffeetree,Gymnocladus dioicus,Gymnocladus,dioicus,10,,street
